Area;Area Id;Variable Name;Variable Id;Year;Value;Symbol;Md
AUS|Australia;10;Total population;4104;1962;10691;E;
AUS|Australia;10;Total population;4104;1967;11976;E;
AUS|Australia;10;Total population;4104;1972;13364;E;
AUS|Australia;10;Total population;4104;1977;14212;E;
AUS|Australia;10;Total population;4104;1982;15101;E;
AUS|Australia;10;Total population;4104;1987;16315;E;
AUS|Australia;10;Total population;4104;1992;17538;E;
AUS|Australia;10;Total population;4104;1997;18513;E;
AUS|Australia;10;Total population;4104;2002;19514;E;
AUS|Australia;10;Total population;4104;2007;20976;E;
AUS|Australia;10;Total population;4104;2012;22911;E;
AUS|Australia;10;Total population;4104;2015;23969;E;
COK|Cook Islands;47;Total population;4104;1962;18,52;E;
COK|Cook Islands;47;Total population;4104;1967;19,98;E;
COK|Cook Islands;47;Total population;4104;1972;21,42;E;
COK|Cook Islands;47;Total population;4104;1977;19,18;E;
COK|Cook Islands;47;Total population;4104;1982;17,43;E;
COK|Cook Islands;47;Total population;4104;1987;17,68;E;
COK|Cook Islands;47;Total population;4104;1992;17,91;E;
COK|Cook Islands;47;Total population;4104;1997;18,09;E;
COK|Cook Islands;47;Total population;4104;2002;18,31;E;
COK|Cook Islands;47;Total population;4104;2007;19,86;E;
COK|Cook Islands;47;Total population;4104;2012;20,52;E;
COK|Cook Islands;47;Total population;4104;2015;20,83;E;
FJI|Fiji;66;Total population;4104;1962;421,6;E;
FJI|Fiji;66;Total population;4104;1967;487,9;E;
FJI|Fiji;66;Total population;4104;1972;542,8;E;
FJI|Fiji;66;Total population;4104;1977;598,3;E;
FJI|Fiji;66;Total population;4104;1982;668,2;E;
FJI|Fiji;66;Total population;4104;1987;721,7;E;
FJI|Fiji;66;Total population;4104;1992;744,5;E;
FJI|Fiji;66;Total population;4104;1997;792,9;E;
FJI|Fiji;66;Total population;4104;2002;815,7;E;
FJI|Fiji;66;Total population;4104;2007;834,7;E;
FJI|Fiji;66;Total population;4104;2012;874,2;E;
FJI|Fiji;66;Total population;4104;2015;892,1;E;
KIR|Kiribati;83;Total population;4104;1962;43,31;E;
KIR|Kiribati;83;Total population;4104;1967;48,44;E;
KIR|Kiribati;83;Total population;4104;1972;52,82;E;
KIR|Kiribati;83;Total population;4104;1977;56,81;E;
KIR|Kiribati;83;Total population;4104;1982;60,92;E;
KIR|Kiribati;83;Total population;4104;1987;67,26;E;
KIR|Kiribati;83;Total population;4104;1992;74,77;E;
KIR|Kiribati;83;Total population;4104;1997;80,19;E;
KIR|Kiribati;83;Total population;4104;2002;87,34;E;
KIR|Kiribati;83;Total population;4104;2007;96,31;E;
KIR|Kiribati;83;Total population;4104;2012;106,6;E;
KIR|Kiribati;83;Total population;4104;2015;112,4;E;
MHL|Marshall Islands;127;Total population;4104;1962;19,29;E;
MHL|Marshall Islands;127;Total population;4104;1967;22,28;E;
MHL|Marshall Islands;127;Total population;4104;1972;25,26;E;
MHL|Marshall Islands;127;Total population;4104;1977;27,56;E;
MHL|Marshall Islands;127;Total population;4104;1982;33,3;E;
MHL|Marshall Islands;127;Total population;4104;1987;41,8;E;
MHL|Marshall Islands;127;Total population;4104;1992;49,38;E;
MHL|Marshall Islands;127;Total population;4104;1997;51,7;E;
MHL|Marshall Islands;127;Total population;4104;2002;52,16;E;
MHL|Marshall Islands;127;Total population;4104;2007;52,14;E;
MHL|Marshall Islands;127;Total population;4104;2012;52,66;E;
MHL|Marshall Islands;127;Total population;4104;2015;52,99;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1962;39,79;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1967;45,95;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1972;52,11;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1977;56,84;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1982;68,68;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1987;86,21;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1992;101,4;E;
FSM|Micronesia (Federated States of);145;Total population;4104;1997;108,5;E;
FSM|Micronesia (Federated States of);145;Total population;4104;2002;107;E;
FSM|Micronesia (Federated States of);145;Total population;4104;2007;105,1;E;
FSM|Micronesia (Federated States of);145;Total population;4104;2012;103,5;E;
FSM|Micronesia (Federated States of);145;Total population;4104;2015;104,5;E;
NRU|Nauru;148;Total population;4104;1962;4,95;E;
NRU|Nauru;148;Total population;4104;1967;6,1;E;
NRU|Nauru;148;Total population;4104;1972;6,74;E;
NRU|Nauru;148;Total population;4104;1977;7,24;E;
NRU|Nauru;148;Total population;4104;1982;7,72;E;
NRU|Nauru;148;Total population;4104;1987;8,55;E;
NRU|Nauru;148;Total population;4104;1992;9,54;E;
NRU|Nauru;148;Total population;4104;1997;10,06;E;
NRU|Nauru;148;Total population;4104;2002;10,07;E;
NRU|Nauru;148;Total population;4104;2007;10,07;E;
NRU|Nauru;148;Total population;4104;2012;10,08;E;
NRU|Nauru;148;Total population;4104;2015;10,22;E;
NZL|New Zealand;156;Total population;4104;1962;2477;E;
NZL|New Zealand;156;Total population;4104;1967;2704;E;
NZL|New Zealand;156;Total population;4104;1972;2930;E;
NZL|New Zealand;156;Total population;4104;1977;3123;E;
NZL|New Zealand;156;Total population;4104;1982;3189;E;
NZL|New Zealand;156;Total population;4104;1987;3310;E;
NZL|New Zealand;156;Total population;4104;1992;3503;E;
NZL|New Zealand;156;Total population;4104;1997;3752;E;
NZL|New Zealand;156;Total population;4104;2002;3962;E;
NZL|New Zealand;156;Total population;4104;2007;4238;E;
NZL|New Zealand;156;Total population;4104;2012;4436;E;
NZL|New Zealand;156;Total population;4104;2015;4529;E;
NIU|Niue;160;Total population;4104;1962;4,93;E;
NIU|Niue;160;Total population;4104;1967;5,21;E;
NIU|Niue;160;Total population;4104;1972;4,73;E;
NIU|Niue;160;Total population;4104;1977;3,69;E;
NIU|Niue;160;Total population;4104;1982;3,13;E;
NIU|Niue;160;Total population;4104;1987;2,52;E;
NIU|Niue;160;Total population;4104;1992;2,26;E;
NIU|Niue;160;Total population;4104;1997;2,07;E;
NIU|Niue;160;Total population;4104;2002;1,8;E;
NIU|Niue;160;Total population;4104;2007;1,65;E;
NIU|Niue;160;Total population;4104;2012;1,61;E;
NIU|Niue;160;Total population;4104;2015;1,61;E;
PLW|Palau;180;Total population;4104;1962;6,029;E;
PLW|Palau;180;Total population;4104;1967;6,962;E;
PLW|Palau;180;Total population;4104;1972;7,895;E;
PLW|Palau;180;Total population;4104;1977;8,612;E;
PLW|Palau;180;Total population;4104;1982;10,41;E;
PLW|Palau;180;Total population;4104;1987;13,06;E;
PLW|Palau;180;Total population;4104;1992;15,89;E;
PLW|Palau;180;Total population;4104;1997;18,12;E;
PLW|Palau;180;Total population;4104;2002;19,57;E;
PLW|Palau;180;Total population;4104;2007;20,12;E;
PLW|Palau;180;Total population;4104;2012;20,76;E;
PLW|Palau;180;Total population;4104;2015;21,29;E;
WSM|Samoa;244;Total population;4104;1962;115,8;E;
WSM|Samoa;244;Total population;4104;1967;134,2;E;
WSM|Samoa;244;Total population;4104;1972;147,3;E;
WSM|Samoa;244;Total population;4104;1977;153,2;E;
WSM|Samoa;244;Total population;4104;1982;157,4;E;
WSM|Samoa;244;Total population;4104;1987;161;E;
WSM|Samoa;244;Total population;4104;1992;165,6;E;
WSM|Samoa;244;Total population;4104;1997;172,2;E;
WSM|Samoa;244;Total population;4104;2002;176,6;E;
WSM|Samoa;244;Total population;4104;2007;182,2;E;
WSM|Samoa;244;Total population;4104;2012;188,9;E;
WSM|Samoa;244;Total population;4104;2015;193,2;E;
SLB|Solomon Islands;25;Total population;4104;1962;125,1;E;
SLB|Solomon Islands;25;Total population;4104;1967;145,4;E;
SLB|Solomon Islands;25;Total population;4104;1972;172,6;E;
SLB|Solomon Islands;25;Total population;4104;1977;207,9;E;
SLB|Solomon Islands;25;Total population;4104;1982;246,5;E;
SLB|Solomon Islands;25;Total population;4104;1987;286,9;E;
SLB|Solomon Islands;25;Total population;4104;1992;330;E;
SLB|Solomon Islands;25;Total population;4104;1997;379,9;E;
SLB|Solomon Islands;25;Total population;4104;2002;434,9;E;
SLB|Solomon Islands;25;Total population;4104;2007;492,1;E;
SLB|Solomon Islands;25;Total population;4104;2012;549,2;E;
SLB|Solomon Islands;25;Total population;4104;2015;583,6;E;
TKL|Tokelau;218;Total population;4104;1962;1,94;E;
TKL|Tokelau;218;Total population;4104;1967;1,81;E;
TKL|Tokelau;218;Total population;4104;1972;1,57;E;
TKL|Tokelau;218;Total population;4104;1977;1,55;E;
TKL|Tokelau;218;Total population;4104;1982;1,62;E;
TKL|Tokelau;218;Total population;4104;1987;1,7;E;
TKL|Tokelau;218;Total population;4104;1992;1,56;E;
TKL|Tokelau;218;Total population;4104;1997;1,55;E;
TKL|Tokelau;218;Total population;4104;2002;1,43;E;
TKL|Tokelau;218;Total population;4104;2007;1,14;E;
TKL|Tokelau;218;Total population;4104;2012;1,17;E;
TKL|Tokelau;218;Total population;4104;2015;1,25;E;
TON|Tonga;219;Total population;4104;1962;66,25;E;
TON|Tonga;219;Total population;4104;1967;79,05;E;
TON|Tonga;219;Total population;4104;1972;86,35;E;
TON|Tonga;219;Total population;4104;1977;90,3;E;
TON|Tonga;219;Total population;4104;1982;93,68;E;
TON|Tonga;219;Total population;4104;1987;94,4;E;
TON|Tonga;219;Total population;4104;1992;95,42;E;
TON|Tonga;219;Total population;4104;1997;96,53;E;
TON|Tonga;219;Total population;4104;2002;99;E;
TON|Tonga;219;Total population;4104;2007;102,2;E;
TON|Tonga;219;Total population;4104;2012;104,8;E;
TON|Tonga;219;Total population;4104;2015;106,2;E;
TUV|Tuvalu;227;Total population;4104;1962;6,39;E;
TUV|Tuvalu;227;Total population;4104;1967;7,04;E;
TUV|Tuvalu;227;Total population;4104;1972;7,46;E;
TUV|Tuvalu;227;Total population;4104;1977;7,82;E;
TUV|Tuvalu;227;Total population;4104;1982;8,28;E;
TUV|Tuvalu;227;Total population;4104;1987;8,82;E;
TUV|Tuvalu;227;Total population;4104;1992;9,1;E;
TUV|Tuvalu;227;Total population;4104;1997;9,3;E;
TUV|Tuvalu;227;Total population;4104;2002;9,53;E;
TUV|Tuvalu;227;Total population;4104;2007;9,76;E;
TUV|Tuvalu;227;Total population;4104;2012;9,86;E;
TUV|Tuvalu;227;Total population;4104;2015;9,92;E;
VUT|Vanuatu;155;Total population;4104;1962;67,81;E;
VUT|Vanuatu;155;Total population;4104;1967;78,52;E;
VUT|Vanuatu;155;Total population;4104;1972;90,82;E;
VUT|Vanuatu;155;Total population;4104;1977;106,2;E;
VUT|Vanuatu;155;Total population;4104;1982;121,4;E;
VUT|Vanuatu;155;Total population;4104;1987;136,1;E;
VUT|Vanuatu;155;Total population;4104;1992;155,2;E;
VUT|Vanuatu;155;Total population;4104;1997;175;E;
VUT|Vanuatu;155;Total population;4104;2002;194;E;
VUT|Vanuatu;155;Total population;4104;2007;220;E;
VUT|Vanuatu;155;Total population;4104;2012;247,5;E;
VUT|Vanuatu;155;Total population;4104;2015;264,6;E;
AUS|Australia;10;Rural population;4105;1962;1888;E;
AUS|Australia;10;Rural population;4105;1967;1890;E;
AUS|Australia;10;Rural population;4105;1972;1913;E;
AUS|Australia;10;Rural population;4105;1977;1998;E;
AUS|Australia;10;Rural population;4105;1982;2168;E;
AUS|Australia;10;Rural population;4105;1987;2381;E;
AUS|Australia;10;Rural population;4105;1992;2540;E;
AUS|Australia;10;Rural population;4105;1997;2455;E;
AUS|Australia;10;Rural population;4105;2002;2256;E;
AUS|Australia;10;Rural population;4105;2007;2216;E;
AUS|Australia;10;Rural population;4105;2012;2393;E;
AUS|Australia;10;Rural population;4105;2015;2576;E;
COK|Cook Islands;47;Rural population;4105;1962;9,6;E;
COK|Cook Islands;47;Rural population;4105;1967;9,57;E;
COK|Cook Islands;47;Rural population;4105;1972;9,88;E;
COK|Cook Islands;47;Rural population;4105;1977;8,81;E;
COK|Cook Islands;47;Rural population;4105;1982;8,03;E;
COK|Cook Islands;47;Rural population;4105;1987;7,76;E;
COK|Cook Islands;47;Rural population;4105;1992;7,43;E;
COK|Cook Islands;47;Rural population;4105;1997;7,27;E;
COK|Cook Islands;47;Rural population;4105;2002;5,83;E;
COK|Cook Islands;47;Rural population;4105;2007;5,47;E;
COK|Cook Islands;47;Rural population;4105;2012;5,38;E;
COK|Cook Islands;47;Rural population;4105;2015;5,3;E;
FJI|Fiji;66;Rural population;4105;1962;291,7;E;
FJI|Fiji;66;Rural population;4105;1967;323,9;E;
FJI|Fiji;66;Rural population;4105;1972;349,9;E;
FJI|Fiji;66;Rural population;4105;1977;375;E;
FJI|Fiji;66;Rural population;4105;1982;413,8;E;
FJI|Fiji;66;Rural population;4105;1987;437,9;E;
FJI|Fiji;66;Rural population;4105;1992;423,3;E;
FJI|Fiji;66;Rural population;4105;1997;422,3;E;
FJI|Fiji;66;Rural population;4105;2002;418,3;E;
FJI|Fiji;66;Rural population;4105;2007;411,5;E;
FJI|Fiji;66;Rural population;4105;2012;414,1;E;
FJI|Fiji;66;Rural population;4105;2015;412,5;E;
KIR|Kiribati;83;Rural population;4105;1962;37,2;E;
KIR|Kiribati;83;Rural population;4105;1967;39,94;E;
KIR|Kiribati;83;Rural population;4105;1972;40,63;E;
KIR|Kiribati;83;Rural population;4105;1977;41,16;E;
KIR|Kiribati;83;Rural population;4105;1982;42,12;E;
KIR|Kiribati;83;Rural population;4105;1987;44,8;E;
KIR|Kiribati;83;Rural population;4105;1992;48,66;E;
KIR|Kiribati;83;Rural population;4105;1997;49,68;E;
KIR|Kiribati;83;Rural population;4105;2002;50,02;E;
KIR|Kiribati;83;Rural population;4105;2007;55,58;E;
KIR|Kiribati;83;Rural population;4105;2012;62,31;E;
KIR|Kiribati;83;Rural population;4105;2015;65,63;E;
MHL|Marshall Islands;127;Rural population;4105;1962;10,85;E;
MHL|Marshall Islands;127;Rural population;4105;1967;11,23;E;
MHL|Marshall Islands;127;Rural population;4105;1972;11,59;E;
MHL|Marshall Islands;127;Rural population;4105;1977;11,85;E;
MHL|Marshall Islands;127;Rural population;4105;1982;13,52;E;
MHL|Marshall Islands;127;Rural population;4105;1987;15,04;E;
MHL|Marshall Islands;127;Rural population;4105;1992;16,92;E;
MHL|Marshall Islands;127;Rural population;4105;1997;16,86;E;
MHL|Marshall Islands;127;Rural population;4105;2002;16,18;E;
MHL|Marshall Islands;127;Rural population;4105;2007;15,38;E;
MHL|Marshall Islands;127;Rural population;4105;2012;14,88;E;
MHL|Marshall Islands;127;Rural population;4105;2015;14,47;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1962;33,2;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1967;37,31;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1972;41,43;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1977;44,57;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1982;53,23;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1987;65,3;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1992;75,35;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;1997;82,58;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;2002;83,11;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;2007;81,65;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;2012;80,43;E;
FSM|Micronesia (Federated States of);145;Rural population;4105;2015;81,08;E;
NRU|Nauru;148;Rural population;4105;1962;0;E;
NRU|Nauru;148;Rural population;4105;1967;0;E;
NRU|Nauru;148;Rural population;4105;1972;0;E;
NRU|Nauru;148;Rural population;4105;1977;0;E;
NRU|Nauru;148;Rural population;4105;1982;0;E;
NRU|Nauru;148;Rural population;4105;1987;0;E;
NRU|Nauru;148;Rural population;4105;1992;0;E;
NRU|Nauru;148;Rural population;4105;1997;0;E;
NRU|Nauru;148;Rural population;4105;2002;0;E;
NRU|Nauru;148;Rural population;4105;2007;-0,01;E;
NRU|Nauru;148;Rural population;4105;2012;0,05;E;
NRU|Nauru;148;Rural population;4105;2015;0,1;E;
NZL|New Zealand;156;Rural population;4105;1962;566;E;
NZL|New Zealand;156;Rural population;4105;1967;545;E;
NZL|New Zealand;156;Rural population;4105;1972;532;E;
NZL|New Zealand;156;Rural population;4105;1977;527;E;
NZL|New Zealand;156;Rural population;4105;1982;524;E;
NZL|New Zealand;156;Rural population;4105;1987;528;E;
NZL|New Zealand;156;Rural population;4105;1992;524;E;
NZL|New Zealand;156;Rural population;4105;1997;544;E;
NZL|New Zealand;156;Rural population;4105;2002;559;E;
NZL|New Zealand;156;Rural population;4105;2007;593;E;
NZL|New Zealand;156;Rural population;4105;2012;592;E;
NZL|New Zealand;156;Rural population;4105;2015;563;E;
NIU|Niue;160;Rural population;4105;1962;3,87;E;
NIU|Niue;160;Rural population;4105;1967;4,09;E;
NIU|Niue;160;Rural population;4105;1972;3,72;E;
NIU|Niue;160;Rural population;4105;1977;2,78;E;
NIU|Niue;160;Rural population;4105;1982;2,23;E;
NIU|Niue;160;Rural population;4105;1987;1,72;E;
NIU|Niue;160;Rural population;4105;1992;1,57;E;
NIU|Niue;160;Rural population;4105;1997;1,41;E;
NIU|Niue;160;Rural population;4105;2002;1,19;E;
NIU|Niue;160;Rural population;4105;2007;1,07;E;
NIU|Niue;160;Rural population;4105;2012;1,05;E;
NIU|Niue;160;Rural population;4105;2015;1,07;E;
PLW|Palau;180;Rural population;4105;1962;3,129;E;
PLW|Palau;180;Rural population;4105;1967;3,162;E;
PLW|Palau;180;Rural population;4105;1972;3,195;E;
PLW|Palau;180;Rural population;4105;1977;3,212;E;
PLW|Palau;180;Rural population;4105;1982;3,61;E;
PLW|Palau;180;Rural population;4105;1987;3,86;E;
PLW|Palau;180;Rural population;4105;1992;4,71;E;
